"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EFX","Equifax, Inc.","169.74","$20.6B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/efx",
"EQNR","Equinor ASA","15.28","$50.47B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/eqnr",
"EQH","Equitable Holdings, Inc.","21.04","$9.48B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/eqh",
"EQH^A","Equitable Holdings, Inc.","23.595","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqh^a",
"ETRN","Equitrans Midstream Corporation","8.78","$2.01B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","33.1","$4.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","27.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","66.68","$12.15B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","64.69","$24.07B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.19","$16.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"EROS","Eros International PLC","3.18","$518.76M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","83.98","$2.19B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","37.79","$4.25B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","18.11","$1.67B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"WTRG","Essential Utilities, Inc.","43.98","$10.78B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtrg",
"WTRU","Essential Utilities, Inc.","58.61","n/a","2019","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtru",
"ESS","Essex Property Trust, Inc.","251.59","$16.46B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","196.2","$70.63B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"ETH","Ethan Allen Interiors Inc.","12.62","$316.17M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"EURN","Euronav NV","8.86","$1.91B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","8.3431","$62.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"EB","Eventbrite, Inc.","9.85","$1.12B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVR","Evercore Inc.","61.59","$2.5B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","220.58","$8.82B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVRG","Evergy, Inc.","59.97","$13.6B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","6.5","$554.59M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"ES","Eversource Energy","84.18","$28.32B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","30.44","$2.19B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","6.17","$527.39M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
"AQUA","Evoqua Water Technologies Corp.","18.53","$2.17B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aqua",
"XAN","Exantas Capital Corp.","3.12","$99.97M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/xan",
"XAN^C","Exantas Capital Corp.","14.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xan^c",
"EXPR","Express, Inc.","1.92","$123.76M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/expr",
"EXTN","Exterran Corporation","6.17","$204.54M","2015","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","97.62","$12.6B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","48.2","$203.91B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","8.08","$2.61B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","27.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","63.92","$2.35B","2010","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","296.11","$11.21B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","425.32","$12.34B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fico",
